account_id,balance_cents,state,chargeoff_date,last_payment_date,debt_type
ACCT00000115,42907,NY,2025-08-26,2025-06-26,fintech_personal_loan
ACCT00000116,95335,TX,2025-10-26,2025-06-26,bnpl
ACCT00000117,124431,NY,2025-05-26,2025-03-26,fintech_personal_loan
ACCT00000118,27803,TX,2025-04-26,2025-03-26,fintech_personal_loan
ACCT00000119,144083,GA,2025-11-26,2025-03-26,fintech_personal_loan
ACCT00000120,44822,TX,2026-01-26,2025-05-26,credit_card
ACCT00000121,60724,NY,2026-01-26,2025-01-26,unknown
ACCT00000122,45282,NY,2025-09-26,2024-10-26,credit_card
ACCT00000123,115564,TX,2025-09-26,2025-07-26,credit_card
ACCT00000124,47988,NY,2025-02-26,2024-08-26,fintech_personal_loan
ACCT00000125,84632,OH,2025-05-26,2025-02-26,fintech_personal_loan
ACCT00000126,83871,TX,2025-07-26,2024-12-26,fintech_personal_loan
ACCT00000127,33136,NY,2025-12-26,2024-11-26,fintech_personal_loan
ACCT00000128,72571,TX,2025-03-26,,bnpl
ACCT00000129,76464,NC,2026-02-26,2025-06-26,fintech_personal_loan
ACCT00000130,62927,TX,2025-07-26,2024-09-26,fintech_personal_loan
ACCT00000131,22743,NY,2025-09-26,2024-08-26,credit_card
ACCT00000132,56423,VA,,,unknown
ACCT00000133,34051,TX,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000134,49163,NY,2025-10-26,,fintech_personal_loan
ACCT00000135,49892,NY,2025-10-26,2025-03-26,unknown
ACCT00000136,32890,NY,2025-11-26,2024-10-26,fintech_personal_loan
ACCT00000137,52122,NY,2025-09-26,2025-01-26,credit_card
ACCT00000138,150000,NC,2025-03-26,2024-12-26,unknown
ACCT00000139,87779,NY,2025-02-26,2024-11-26,unknown
ACCT00000140,56814,NY,2025-11-26,2025-06-26,fintech_personal_loan
ACCT00000141,77911,TX,2025-05-26,2024-12-26,credit_card
ACCT00000142,33324,VA,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000143,86580,TX,2026-02-26,2024-08-26,fintech_personal_loan
ACCT00000144,148407,GA,2025-12-26,2025-05-26,credit_card
ACCT00000145,22328,VA,2025-09-26,2025-08-26,fintech_personal_loan
ACCT00000146,76871,TX,2026-02-26,2025-02-26,credit_card
ACCT00000147,150000,NY,2025-08-26,2025-03-26,credit_card
ACCT00000148,66611,TX,2025-05-26,2025-02-26,credit_card
ACCT00000149,28443,TX,2025-08-26,2024-11-26,fintech_personal_loan
ACCT00000150,34464,TX,2025-03-26,2025-02-26,fintech_personal_loan
ACCT00000151,55657,NY,2025-11-26,,fintech_personal_loan
ACCT00000152,53220,OH,,2025-05-26,unknown
ACCT00000153,26433,TX,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000154,120562,NY,2025-03-26,2025-02-26,fintech_personal_loan
ACCT00000155,48181,TX,2025-10-26,2025-04-26,fintech_personal_loan
ACCT00000156,59581,PA,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000157,55983,TX,2025-09-26,2025-04-26,unknown
ACCT00000158,83176,TX,2025-11-26,2025-01-26,fintech_personal_loan
ACCT00000159,40362,MI,2026-01-26,2025-06-26,fintech_personal_loan
ACCT00000160,25426,NY,2026-02-26,,unknown
ACCT00000161,43457,GA,2026-01-26,,credit_card
ACCT00000162,24155,TX,2025-08-26,2025-04-26,bnpl
ACCT00000163,62965,NY,2025-03-26,2025-02-26,fintech_personal_loan
ACCT00000164,104834,NY,2026-02-26,2025-07-26,credit_card
ACCT00000165,26658,TX,2025-11-26,,fintech_personal_loan
ACCT00000166,46803,MI,2025-10-26,2024-10-26,fintech_personal_loan
ACCT00000167,75012,TX,2025-06-26,2025-01-26,credit_card
ACCT00000168,108024,NY,2025-09-26,2024-12-26,credit_card
ACCT00000169,67817,TX,2025-04-26,2025-01-26,credit_card
ACCT00000170,59226,TX,2025-06-26,2025-05-26,credit_card
ACCT00000171,47430,NY,2025-09-26,2025-03-26,unknown
ACCT00000172,82799,TX,2025-11-26,2024-08-26,bnpl
ACCT00000173,56018,NY,2026-02-26,2025-05-26,credit_card
ACCT00000174,20000,MI,2025-08-26,2025-02-26,bnpl
ACCT00000175,57818,TX,2026-01-26,2025-07-26,fintech_personal_loan
ACCT00000176,49099,NY,2025-02-26,2024-12-26,credit_card
ACCT00000177,42367,TX,2025-08-26,2025-06-26,fintech_personal_loan
ACCT00000178,22995,TX,2025-09-26,,fintech_personal_loan
ACCT00000179,76341,TX,2026-02-26,2025-04-26,bnpl
ACCT00000180,114582,TX,2025-08-26,2025-07-26,bnpl
ACCT00000181,31487,TX,2025-09-26,2025-08-26,credit_card
ACCT00000182,29719,NY,2025-07-26,2025-04-26,fintech_personal_loan
ACCT00000183,28124,GA,2025-05-26,2024-08-26,bnpl
ACCT00000184,34501,TX,2025-11-26,2024-09-26,fintech_personal_loan
ACCT00000185,89981,GA,2026-01-26,2025-05-26,credit_card
ACCT00000186,57134,GA,2026-01-26,2025-04-26,unknown
ACCT00000187,94317,NY,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000188,38962,TX,2025-10-26,2025-07-26,fintech_personal_loan
ACCT00000189,66108,NY,2025-09-26,2024-08-26,credit_card
ACCT00000190,20000,NY,2025-09-26,,credit_card
ACCT00000191,63684,TX,2025-07-26,2025-02-26,credit_card
ACCT00000192,30482,NY,2026-01-26,2025-01-26,fintech_personal_loan
ACCT00000193,59378,MI,2025-04-26,2024-08-26,credit_card
ACCT00000194,107451,NY,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000195,26072,FL,2026-02-26,2024-12-26,bnpl
ACCT00000196,150000,NY,2025-04-26,2025-01-26,fintech_personal_loan
ACCT00000197,63893,IL,2025-02-26,2024-09-26,credit_card
ACCT00000198,30252,NY,2025-06-26,,credit_card
ACCT00000199,62341,NY,2025-02-26,2025-01-26,unknown
ACCT00000200,28924,TX,2025-02-26,2024-12-26,credit_card
ACCT00000201,46339,TX,2025-09-26,2024-12-26,bnpl
ACCT00000202,149992,MI,2025-12-26,2025-01-26,bnpl
ACCT00000203,42345,TX,2025-08-26,2024-08-26,credit_card
ACCT00000204,136134,CA,,2025-04-26,fintech_personal_loan
ACCT00000205,118685,NY,2025-03-26,2024-10-26,credit_card
ACCT00000206,86129,FL,2025-04-26,,bnpl
ACCT00000207,52991,TX,2025-08-26,2024-11-26,fintech_personal_loan
ACCT00000208,37685,TX,2026-02-26,2025-06-26,bnpl
ACCT00000209,47700,NY,2025-11-26,,credit_card
ACCT00000210,42311,TX,2025-05-26,2024-10-26,credit_card
ACCT00000211,38521,TX,2025-03-26,,fintech_personal_loan
ACCT00000212,120270,GA,2025-02-26,2024-08-26,fintech_personal_loan
ACCT00000213,49127,TX,2026-02-26,2024-09-26,unknown
ACCT00000214,98317,NY,2025-09-26,2025-02-26,bnpl
ACCT00000215,64081,NC,2025-04-26,2025-02-26,credit_card
ACCT00000216,79899,NY,2025-11-26,2025-07-26,unknown
ACCT00000217,39158,NY,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000218,100483,TX,2025-06-26,2024-08-26,unknown
ACCT00000219,38060,NY,2025-12-26,2025-06-26,unknown
ACCT00000220,132243,TX,2025-12-26,2025-03-26,fintech_personal_loan
ACCT00000221,150000,TX,2025-10-26,2025-08-26,fintech_personal_loan
ACCT00000222,32647,TX,2025-02-26,2024-10-26,bnpl
ACCT00000223,50425,NY,2025-06-26,2025-04-26,credit_card
ACCT00000224,42241,NY,2025-03-26,2024-08-26,bnpl
ACCT00000225,31608,TX,2025-11-26,,credit_card
ACCT00000226,73265,NY,2025-12-26,2025-07-26,fintech_personal_loan
ACCT00000227,65360,NY,2025-09-26,2025-08-26,fintech_personal_loan
ACCT00000228,43491,TX,2026-02-26,2024-08-26,bnpl
ACCT00000229,32164,FL,2025-09-26,2025-08-26,credit_card
ACCT00000230,67046,GA,2025-02-26,2024-09-26,fintech_personal_loan
ACCT00000231,60798,NY,2026-01-26,,fintech_personal_loan
ACCT00000232,57215,TX,2026-01-26,2024-11-26,unknown
ACCT00000233,108439,IL,2025-11-26,2024-11-26,bnpl
ACCT00000234,38152,NY,2025-12-26,2025-07-26,fintech_personal_loan
ACCT00000235,105570,TX,2026-02-26,2024-12-26,unknown
ACCT00000236,112890,TX,2025-03-26,2025-02-26,fintech_personal_loan
ACCT00000237,34229,TX,2025-09-26,2025-05-26,credit_card
ACCT00000238,150000,NY,2025-11-26,2025-07-26,fintech_personal_loan
ACCT00000239,36911,NY,2025-07-26,2025-06-26,credit_card
ACCT00000240,39284,NY,2025-03-26,2024-12-26,bnpl
ACCT00000241,72338,TX,2025-12-26,,credit_card
ACCT00000242,20000,TX,2025-07-26,2024-09-26,bnpl
ACCT00000243,51973,TX,2025-07-26,2024-12-26,credit_card
ACCT00000244,39280,NY,2025-07-26,2025-06-26,fintech_personal_loan
ACCT00000245,126730,TX,2025-03-26,2024-11-26,bnpl
ACCT00000246,33395,TX,2026-01-26,2024-10-26,fintech_personal_loan
ACCT00000247,38772,NY,2025-06-26,2024-08-26,fintech_personal_loan
ACCT00000248,27849,TX,2026-01-26,2025-03-26,fintech_personal_loan
ACCT00000249,150000,NY,2025-04-26,2024-11-26,credit_card
ACCT00000250,21507,PA,2025-07-26,,bnpl
ACCT00000251,61134,CA,2026-01-26,,fintech_personal_loan
ACCT00000252,61696,NY,2025-11-26,2025-01-26,credit_card
ACCT00000253,109105,NY,2025-05-26,,bnpl
ACCT00000254,31120,NY,2025-06-26,2024-09-26,credit_card
ACCT00000255,63244,NY,2026-01-26,2025-01-26,unknown
ACCT00000256,59376,TX,2026-01-26,2024-08-26,fintech_personal_loan
ACCT00000257,43764,TX,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000258,22222,TX,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000259,57688,TX,,,bnpl
ACCT00000260,20000,NY,2025-05-26,,fintech_personal_loan
ACCT00000261,81164,NY,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000262,58260,NY,2025-05-26,2025-04-26,fintech_personal_loan
ACCT00000263,40908,TX,2026-02-26,2025-04-26,fintech_personal_loan
ACCT00000264,91337,TX,2025-11-26,2025-07-26,fintech_personal_loan
ACCT00000265,78795,NY,2025-07-26,2025-04-26,fintech_personal_loan
ACCT00000266,40235,TX,2025-10-26,2024-10-26,credit_card
ACCT00000267,33582,NY,2025-11-26,2025-08-26,fintech_personal_loan
ACCT00000268,32958,PA,2025-07-26,2024-09-26,fintech_personal_loan
ACCT00000269,135415,TX,2025-11-26,2025-01-26,credit_card
ACCT00000270,20000,NY,2025-06-26,2024-11-26,bnpl
ACCT00000271,131854,TX,2025-12-26,,fintech_personal_loan
ACCT00000272,62612,TX,2025-03-26,2024-12-26,bnpl
ACCT00000273,59074,TX,2026-01-26,2024-10-26,credit_card
ACCT00000274,74359,NY,,,credit_card
ACCT00000275,94854,TX,2025-08-26,,bnpl
ACCT00000276,27308,WA,2025-03-26,,bnpl
ACCT00000277,74140,NC,2026-01-26,2024-10-26,credit_card
ACCT00000278,150000,TX,2025-12-26,2025-03-26,fintech_personal_loan
ACCT00000279,21568,TX,2025-03-26,2025-01-26,fintech_personal_loan
ACCT00000280,61282,TX,2025-03-26,2024-09-26,fintech_personal_loan
ACCT00000281,27913,TX,2025-08-26,2025-07-26,unknown
ACCT00000282,63396,TX,2025-04-26,2024-09-26,fintech_personal_loan
ACCT00000283,74793,NY,2025-03-26,2025-01-26,fintech_personal_loan
ACCT00000284,48810,NY,2025-04-26,2025-02-26,bnpl
ACCT00000285,26297,CA,2025-10-26,2024-08-26,fintech_personal_loan
ACCT00000286,61957,NY,2025-02-26,2025-01-26,bnpl
ACCT00000287,88311,PA,2025-07-26,2025-03-26,credit_card
ACCT00000288,150000,NY,2025-10-26,2025-02-26,fintech_personal_loan
ACCT00000289,93380,NY,2025-10-26,2025-04-26,fintech_personal_loan
ACCT00000290,150000,NY,2026-01-26,2025-08-26,bnpl
ACCT00000291,50270,TX,2025-10-26,2025-08-26,credit_card
ACCT00000292,59304,TX,2025-09-26,2024-11-26,unknown
ACCT00000293,24210,FL,2025-06-26,2024-08-26,fintech_personal_loan
ACCT00000294,56450,NY,2026-01-26,,fintech_personal_loan
ACCT00000295,40148,TX,2025-08-26,2024-10-26,fintech_personal_loan
ACCT00000296,90429,NY,2025-08-26,2025-04-26,credit_card
ACCT00000297,20000,NY,2025-05-26,2024-08-26,fintech_personal_loan
ACCT00000298,114255,IL,2025-10-26,2025-07-26,unknown
ACCT00000299,80212,GA,2025-05-26,2025-03-26,credit_card
ACCT00000300,43797,MI,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000301,46677,NY,2025-10-26,2025-04-26,credit_card
ACCT00000302,104855,TX,2025-10-26,2025-02-26,fintech_personal_loan
ACCT00000303,31471,TX,2025-08-26,2025-01-26,credit_card
ACCT00000304,50475,NY,2025-07-26,2025-06-26,unknown
ACCT00000305,140240,NY,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000306,46063,TX,2025-02-26,2024-09-26,fintech_personal_loan
ACCT00000307,50427,TX,2025-11-26,2025-07-26,unknown
ACCT00000308,35818,NY,2025-06-26,2025-05-26,bnpl
ACCT00000309,110193,NY,2025-11-26,2024-08-26,fintech_personal_loan
ACCT00000310,58266,TX,2025-06-26,2024-12-26,fintech_personal_loan
ACCT00000311,125825,MI,2025-04-26,2025-03-26,fintech_personal_loan
ACCT00000312,36500,NY,2025-12-26,,bnpl
ACCT00000313,128363,IL,2025-05-26,2025-02-26,credit_card
ACCT00000314,45414,TX,2026-01-26,2025-06-26,bnpl
ACCT00000315,47206,IL,2025-02-26,,fintech_personal_loan
ACCT00000316,110323,NY,2026-02-26,2024-11-26,bnpl
ACCT00000317,123099,TX,2025-12-26,2025-02-26,unknown
ACCT00000318,44892,NY,2025-06-26,2025-05-26,unknown
ACCT00000319,72070,NY,2025-08-26,2025-03-26,bnpl
ACCT00000320,21630,WA,2025-04-26,2024-08-26,fintech_personal_loan
ACCT00000321,48266,TX,2026-02-26,2025-08-26,fintech_personal_loan
ACCT00000322,22509,NY,2025-09-26,2024-11-26,unknown
ACCT00000323,35436,NY,2025-08-26,,fintech_personal_loan
ACCT00000324,63004,TX,2025-09-26,2025-01-26,fintech_personal_loan
ACCT00000325,150000,NY,2025-03-26,2024-08-26,credit_card
ACCT00000326,59927,NY,2025-06-26,,credit_card
ACCT00000327,51734,TX,2025-07-26,2024-10-26,credit_card
ACCT00000328,133180,NY,2025-02-26,2024-09-26,fintech_personal_loan
ACCT00000329,90160,NY,2025-06-26,,fintech_personal_loan
ACCT00000330,87807,IL,2025-12-26,2025-06-26,unknown
ACCT00000331,28703,TX,2025-04-26,,fintech_personal_loan
ACCT00000332,117497,CA,2025-08-26,2024-08-26,fintech_personal_loan
ACCT00000333,73471,OH,2025-05-26,2025-03-26,fintech_personal_loan
ACCT00000334,36926,TX,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000335,38014,FL,2025-08-26,2024-08-26,credit_card
ACCT00000336,49841,MI,2025-11-26,2024-08-26,bnpl
ACCT00000337,106427,NY,2025-03-26,2025-02-26,fintech_personal_loan
ACCT00000338,69212,TX,2025-07-26,2025-01-26,fintech_personal_loan
ACCT00000339,26119,VA,2025-09-26,2025-04-26,fintech_personal_loan
ACCT00000340,35532,NY,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000341,26735,NY,2025-07-26,2024-08-26,bnpl
ACCT00000342,32869,TX,2025-06-26,2024-12-26,credit_card
ACCT00000343,54194,TX,2025-07-26,2024-10-26,fintech_personal_loan
ACCT00000344,47303,NY,2025-10-26,2025-05-26,credit_card
ACCT00000345,32971,TX,2025-02-26,2024-09-26,fintech_personal_loan
ACCT00000346,102951,NY,2025-11-26,,fintech_personal_loan
ACCT00000347,79768,TX,2026-02-26,2024-10-26,unknown
ACCT00000348,49496,TX,2025-05-26,,credit_card
ACCT00000349,20000,TX,2025-10-26,2025-08-26,fintech_personal_loan
ACCT00000350,39586,NY,2026-02-26,2025-02-26,credit_card
ACCT00000351,106963,PA,2025-06-26,2024-11-26,fintech_personal_loan
ACCT00000352,87553,TX,2026-01-26,2024-11-26,fintech_personal_loan
ACCT00000353,150000,NY,2026-01-26,2025-06-26,credit_card
ACCT00000354,147541,NY,2025-08-26,,fintech_personal_loan
ACCT00000355,54217,TX,2025-12-26,,bnpl
ACCT00000356,20000,NY,2025-10-26,2024-09-26,bnpl
ACCT00000357,56105,NY,2025-12-26,,fintech_personal_loan
ACCT00000358,133317,NY,2025-04-26,2024-08-26,bnpl
ACCT00000359,37315,TX,2025-08-26,2025-02-26,credit_card
ACCT00000360,76467,NY,2025-08-26,2024-12-26,bnpl
ACCT00000361,47066,VA,2025-06-26,2025-05-26,fintech_personal_loan
ACCT00000362,20000,NY,2025-08-26,2025-03-26,fintech_personal_loan
ACCT00000363,51021,TX,2025-07-26,2024-11-26,credit_card
ACCT00000364,90553,TX,2026-01-26,,fintech_personal_loan
ACCT00000365,46720,TX,2025-05-26,2025-01-26,credit_card
ACCT00000366,55678,VA,2025-07-26,2024-09-26,credit_card
ACCT00000367,24060,TX,2025-09-26,2025-04-26,unknown
ACCT00000368,38135,MI,2025-11-26,2025-04-26,fintech_personal_loan
ACCT00000369,20000,NY,2025-07-26,2025-02-26,fintech_personal_loan
ACCT00000370,74554,NY,2026-01-26,2025-05-26,bnpl
ACCT00000371,20000,NC,2025-03-26,,fintech_personal_loan
ACCT00000372,62855,TX,2025-11-26,2025-06-26,fintech_personal_loan
ACCT00000373,75335,TX,2025-08-26,2025-03-26,fintech_personal_loan
ACCT00000374,71980,NY,2025-05-26,2025-04-26,credit_card
ACCT00000375,48451,TX,2025-05-26,2024-11-26,bnpl
ACCT00000376,68559,TX,2025-06-26,2024-10-26,fintech_personal_loan
ACCT00000377,50710,TX,2025-11-26,2024-10-26,bnpl
ACCT00000378,46610,NY,2025-06-26,2025-03-26,fintech_personal_loan
ACCT00000379,72988,NY,2025-09-26,2025-07-26,fintech_personal_loan
ACCT00000380,94872,NY,2025-12-26,,unknown
ACCT00000381,96335,TX,2025-10-26,2025-08-26,credit_card
ACCT00000382,69238,TX,2025-03-26,2024-09-26,bnpl
ACCT00000383,133076,NY,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000384,129305,TX,2025-07-26,2025-05-26,bnpl
ACCT00000385,84918,NY,2025-04-26,2024-09-26,fintech_personal_loan
ACCT00000386,62762,TX,2025-12-26,2025-06-26,unknown
ACCT00000387,30461,TX,2025-08-26,2024-08-26,fintech_personal_loan
ACCT00000388,42871,TX,2025-08-26,2025-02-26,credit_card
ACCT00000389,73648,NY,2025-08-26,2024-09-26,fintech_personal_loan
ACCT00000390,21849,WA,2025-06-26,2025-05-26,fintech_personal_loan
ACCT00000391,36704,NY,2025-05-26,2024-09-26,bnpl
ACCT00000392,150000,WA,2025-02-26,2024-10-26,fintech_personal_loan
ACCT00000393,20000,NY,2025-06-26,2024-08-26,fintech_personal_loan
ACCT00000394,74335,NY,2025-12-26,2025-03-26,credit_card
ACCT00000395,150000,OH,2025-11-26,2025-01-26,unknown
ACCT00000396,74640,NY,2025-07-26,2024-08-26,credit_card
ACCT00000397,117558,TX,2025-02-26,2024-08-26,fintech_personal_loan
ACCT00000398,43969,TX,2025-09-26,2024-11-26,credit_card
ACCT00000399,24550,NY,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000400,51256,TX,2025-08-26,2025-05-26,unknown
ACCT00000401,107455,FL,2025-05-26,2025-03-26,bnpl
ACCT00000402,70483,TX,2025-11-26,2025-07-26,fintech_personal_loan
ACCT00000403,69021,CA,2025-04-26,2025-01-26,fintech_personal_loan
ACCT00000404,38267,NY,2026-02-26,2025-05-26,fintech_personal_loan
ACCT00000405,84907,NY,2025-09-26,2025-06-26,credit_card
