account_id,balance_cents,state,chargeoff_date,last_payment_date,debt_type
ACCT00000120,44822,TX,2025-02-26,2024-10-26,credit_card
ACCT00000121,60724,FL,2025-06-26,2024-08-26,credit_card
ACCT00000122,45282,MI,2025-12-26,2025-03-26,fintech_personal_loan
ACCT00000123,115564,WA,2025-11-26,2025-01-26,bnpl
ACCT00000124,47988,FL,2025-07-26,2024-08-26,credit_card
ACCT00000125,84632,IL,2025-02-26,2024-08-26,bnpl
ACCT00000126,83871,OH,2025-09-26,2024-11-26,credit_card
ACCT00000127,33136,NC,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000128,72571,MI,2025-08-26,2025-05-26,credit_card
ACCT00000129,76464,WA,2025-05-26,2025-03-26,credit_card
ACCT00000130,62927,TX,2025-11-26,2025-07-26,fintech_personal_loan
ACCT00000131,22743,TX,2025-04-26,2025-01-26,credit_card
ACCT00000132,56423,FL,2026-02-26,2025-05-26,credit_card
ACCT00000133,34051,NC,2025-09-26,2025-06-26,fintech_personal_loan
ACCT00000134,49163,TX,2025-04-26,2024-09-26,bnpl
ACCT00000135,49892,MI,2025-08-26,2025-02-26,fintech_personal_loan
ACCT00000136,32890,GA,2025-04-26,2024-08-26,fintech_personal_loan
ACCT00000137,52122,CA,2025-05-26,2024-12-26,credit_card
ACCT00000138,150000,NC,2025-10-26,2025-08-26,fintech_personal_loan
ACCT00000139,87779,IL,2026-01-26,2025-04-26,fintech_personal_loan
ACCT00000140,56814,OH,2025-07-26,2025-06-26,fintech_personal_loan
ACCT00000141,77911,GA,2025-11-26,2025-07-26,fintech_personal_loan
ACCT00000142,33324,FL,2025-11-26,2025-05-26,fintech_personal_loan
ACCT00000143,86580,PA,2026-01-26,2024-11-26,bnpl
ACCT00000144,148407,NY,2025-03-26,2025-02-26,credit_card
ACCT00000145,22328,NY,2025-07-26,2024-11-26,credit_card
ACCT00000146,76871,WA,2025-04-26,2024-08-26,fintech_personal_loan
ACCT00000147,150000,WA,2026-01-26,2024-11-26,credit_card
ACCT00000148,66611,IL,2025-05-26,2025-03-26,fintech_personal_loan
ACCT00000149,28443,WA,2025-02-26,2024-12-26,bnpl
ACCT00000150,34464,OH,2025-10-26,2025-03-26,bnpl
ACCT00000151,55657,NC,2026-02-26,2024-12-26,credit_card
ACCT00000152,53220,OH,2025-10-26,2024-11-26,fintech_personal_loan
ACCT00000153,26433,NY,2025-07-26,2025-04-26,credit_card
ACCT00000154,120562,MI,2025-06-26,2025-05-26,fintech_personal_loan
ACCT00000155,48181,NC,2025-11-26,2025-06-26,fintech_personal_loan
ACCT00000156,59581,TX,2026-02-26,2025-06-26,fintech_personal_loan
ACCT00000157,55983,NC,2025-10-26,2025-01-26,credit_card
ACCT00000158,83176,TX,2025-06-26,2024-11-26,fintech_personal_loan
ACCT00000159,40362,FL,2025-04-26,2025-02-26,fintech_personal_loan
ACCT00000160,25426,PA,2025-09-26,2024-12-26,bnpl
ACCT00000161,43457,CA,2025-04-26,2024-09-26,credit_card
ACCT00000162,24155,CA,2025-06-26,2024-08-26,fintech_personal_loan
ACCT00000163,62965,IL,2025-10-26,2024-10-26,credit_card
ACCT00000164,104834,MI,2025-03-26,2025-01-26,credit_card
ACCT00000165,26658,GA,2025-11-26,2025-04-26,fintech_personal_loan
ACCT00000166,46803,FL,2026-02-26,2025-04-26,fintech_personal_loan
ACCT00000167,75012,NY,2025-12-26,2024-09-26,bnpl
ACCT00000168,108024,MI,2026-02-26,2025-06-26,credit_card
ACCT00000169,67817,TX,2026-02-26,2025-02-26,fintech_personal_loan
ACCT00000170,59226,FL,2025-12-26,2024-11-26,fintech_personal_loan
ACCT00000171,47430,PA,2025-07-26,2025-01-26,bnpl
ACCT00000172,82799,FL,2025-06-26,2025-04-26,fintech_personal_loan
ACCT00000173,56018,MI,2025-04-26,2025-02-26,fintech_personal_loan
ACCT00000174,20000,IL,2026-02-26,2025-04-26,credit_card
ACCT00000175,57818,VA,2025-09-26,2025-06-26,bnpl
ACCT00000176,49099,WA,2025-07-26,2024-10-26,fintech_personal_loan
ACCT00000177,42367,GA,2025-06-26,2025-04-26,credit_card
ACCT00000178,22995,MI,2025-03-26,2025-02-26,bnpl
ACCT00000179,76341,GA,2025-05-26,2025-03-26,credit_card
ACCT00000180,114582,TX,2025-05-26,2025-01-26,fintech_personal_loan
ACCT00000181,31487,VA,2025-07-26,2025-04-26,bnpl
ACCT00000182,29719,TX,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000183,28124,VA,2025-09-26,2024-11-26,bnpl
ACCT00000184,34501,CA,2025-05-26,2025-02-26,credit_card
ACCT00000185,89981,TX,2025-04-26,2025-03-26,bnpl
ACCT00000186,57134,NY,2025-08-26,2024-11-26,credit_card
ACCT00000187,94317,GA,2025-12-26,2025-02-26,fintech_personal_loan
ACCT00000188,38962,FL,2026-01-26,2024-10-26,credit_card
ACCT00000189,66108,GA,2025-07-26,2025-04-26,fintech_personal_loan
ACCT00000190,20000,NY,2025-05-26,2024-11-26,fintech_personal_loan
ACCT00000191,63684,WA,2025-12-26,2025-07-26,bnpl
ACCT00000192,30482,WA,2025-05-26,2024-11-26,credit_card
ACCT00000193,59378,WA,2025-08-26,2025-02-26,credit_card
ACCT00000194,107451,CA,2026-01-26,2025-03-26,bnpl
ACCT00000195,26072,NC,2025-07-26,2025-05-26,fintech_personal_loan
ACCT00000196,150000,IL,2025-08-26,2025-05-26,fintech_personal_loan
ACCT00000197,63893,GA,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000198,30252,PA,2025-09-26,2024-10-26,credit_card
ACCT00000199,62341,WA,2025-12-26,2025-01-26,fintech_personal_loan
ACCT00000200,28924,CA,2026-01-26,2025-07-26,bnpl
ACCT00000201,46339,IL,2025-03-26,2025-02-26,fintech_personal_loan
ACCT00000202,149992,VA,2026-01-26,2025-01-26,fintech_personal_loan
ACCT00000203,42345,IL,2025-02-26,2024-10-26,bnpl
ACCT00000204,136134,OH,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000205,118685,VA,2026-02-26,2025-01-26,credit_card
ACCT00000206,86129,GA,2025-11-26,2025-08-26,credit_card
ACCT00000207,52991,NY,2025-08-26,2025-05-26,fintech_personal_loan
ACCT00000208,37685,MI,2026-02-26,2024-11-26,credit_card
ACCT00000209,47700,PA,2026-02-26,2025-08-26,fintech_personal_loan
ACCT00000210,42311,OH,2025-11-26,2025-01-26,fintech_personal_loan
ACCT00000211,38521,WA,2025-06-26,2024-12-26,credit_card
ACCT00000212,120270,GA,2026-02-26,2025-01-26,credit_card
ACCT00000213,49127,CA,2025-08-26,2024-09-26,credit_card
ACCT00000214,98317,OH,2025-09-26,2025-02-26,fintech_personal_loan
ACCT00000215,64081,VA,2025-05-26,2025-04-26,bnpl
ACCT00000216,79899,WA,2025-08-26,2025-04-26,fintech_personal_loan
ACCT00000217,39158,PA,2025-07-26,2024-11-26,fintech_personal_loan
ACCT00000218,100483,WA,2025-07-26,2024-08-26,credit_card
ACCT00000219,38060,OH,2025-12-26,2024-11-26,bnpl
ACCT00000220,132243,TX,2025-07-26,2024-10-26,bnpl
ACCT00000221,150000,NC,2026-02-26,2024-11-26,fintech_personal_loan
ACCT00000222,32647,NY,2025-03-26,2025-01-26,fintech_personal_loan
ACCT00000223,50425,CA,2025-03-26,2024-10-26,credit_card
ACCT00000224,42241,GA,2025-10-26,2025-05-26,credit_card
ACCT00000225,31608,FL,2025-11-26,2024-10-26,fintech_personal_loan
ACCT00000226,73265,PA,2025-06-26,2024-08-26,fintech_personal_loan
ACCT00000227,65360,PA,2026-01-26,2024-10-26,fintech_personal_loan
ACCT00000228,43491,NY,2025-07-26,2025-05-26,fintech_personal_loan
ACCT00000229,32164,OH,2025-08-26,2024-08-26,fintech_personal_loan
ACCT00000230,67046,CA,2025-03-26,2024-12-26,bnpl
ACCT00000231,60798,IL,2026-02-26,2025-06-26,bnpl
ACCT00000232,57215,VA,2025-11-26,2024-09-26,fintech_personal_loan
ACCT00000233,108439,PA,2026-01-26,2024-11-26,fintech_personal_loan
ACCT00000234,38152,MI,2025-02-26,2024-11-26,bnpl
ACCT00000235,105570,VA,2026-01-26,2025-08-26,bnpl
ACCT00000236,112890,WA,2025-11-26,2025-01-26,credit_card
ACCT00000237,34229,FL,2025-06-26,,fintech_personal_loan
ACCT00000238,150000,WA,2025-05-26,2025-01-26,credit_card
ACCT00000239,36911,NC,2025-04-26,2024-09-26,unknown
ACCT00000240,39284,FL,2025-11-26,2025-03-26,bnpl
ACCT00000241,72338,MI,2025-06-26,2025-03-26,credit_card
ACCT00000242,20000,FL,2025-06-26,2024-09-26,fintech_personal_loan
ACCT00000243,51973,TX,2025-11-26,2024-12-26,credit_card
ACCT00000244,39280,PA,2025-08-26,2025-05-26,fintech_personal_loan
ACCT00000245,126730,CA,2026-01-26,2025-07-26,fintech_personal_loan
ACCT00000246,33395,IL,2026-02-26,2025-06-26,fintech_personal_loan
ACCT00000247,38772,NC,2025-06-26,2024-09-26,credit_card
ACCT00000248,27849,PA,2025-08-26,2024-09-26,fintech_personal_loan
ACCT00000249,150000,WA,2025-09-26,2025-01-26,fintech_personal_loan
ACCT00000250,21507,WA,2026-01-26,2024-08-26,credit_card
ACCT00000251,61134,OH,2026-02-26,2025-06-26,bnpl
ACCT00000252,61696,WA,2025-11-26,2024-08-26,fintech_personal_loan
ACCT00000253,109105,NY,2025-07-26,2025-02-26,bnpl
ACCT00000254,31120,NY,2025-08-26,2024-12-26,fintech_personal_loan
ACCT00000255,63244,MI,2025-08-26,2024-10-26,bnpl
ACCT00000256,59376,NY,2025-12-26,2025-04-26,fintech_personal_loan
ACCT00000257,43764,WA,2026-01-26,2025-04-26,fintech_personal_loan
ACCT00000258,22222,NC,2025-03-26,2025-02-26,bnpl
ACCT00000259,57688,CA,2026-01-26,2024-12-26,fintech_personal_loan
ACCT00000260,20000,TX,2025-11-26,2025-02-26,fintech_personal_loan
ACCT00000261,81164,TX,2025-07-26,2025-03-26,fintech_personal_loan
ACCT00000262,58260,TX,2025-09-26,2024-11-26,fintech_personal_loan
ACCT00000263,40908,WA,2025-08-26,2025-05-26,fintech_personal_loan
ACCT00000264,91337,OH,2025-10-26,2025-07-26,fintech_personal_loan
ACCT00000265,78795,OH,2025-09-26,2025-07-26,credit_card
ACCT00000266,40235,VA,2026-02-26,2025-03-26,credit_card
ACCT00000267,33582,TX,2025-11-26,2025-05-26,fintech_personal_loan
ACCT00000268,32958,TX,2026-02-26,2025-05-26,credit_card
ACCT00000269,135415,TX,2025-07-26,2025-05-26,fintech_personal_loan
ACCT00000270,20000,WA,2025-10-26,2025-02-26,fintech_personal_loan
ACCT00000271,131854,TX,2025-04-26,2025-03-26,fintech_personal_loan
ACCT00000272,62612,GA,2025-12-26,2025-05-26,fintech_personal_loan
ACCT00000273,59074,FL,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000274,74359,TX,2026-02-26,2025-01-26,bnpl
ACCT00000275,94854,TX,2025-11-26,2025-02-26,fintech_personal_loan
ACCT00000276,27308,TX,2025-11-26,2025-02-26,fintech_personal_loan
ACCT00000277,74140,CA,2025-06-26,2025-04-26,fintech_personal_loan
ACCT00000278,150000,NC,2026-02-26,2025-05-26,credit_card
ACCT00000279,21568,WA,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000280,61282,MI,2025-04-26,2025-02-26,fintech_personal_loan
ACCT00000281,27913,WA,2025-05-26,2025-04-26,credit_card
ACCT00000282,63396,NC,2025-07-26,2025-01-26,fintech_personal_loan
ACCT00000283,74793,FL,2025-11-26,2024-10-26,credit_card
ACCT00000284,48810,TX,2025-03-26,2025-01-26,fintech_personal_loan
ACCT00000285,26297,MI,2025-07-26,2025-03-26,fintech_personal_loan
ACCT00000286,61957,GA,2025-09-26,2025-06-26,credit_card
ACCT00000287,88311,GA,2025-05-26,2025-04-26,fintech_personal_loan
ACCT00000288,150000,IL,2025-11-26,2025-04-26,credit_card
ACCT00000289,93380,OH,2025-05-26,2024-11-26,bnpl
ACCT00000290,150000,CA,2025-06-26,2024-10-26,bnpl
ACCT00000291,50270,VA,2025-08-26,2025-01-26,fintech_personal_loan
ACCT00000292,59304,TX,2025-04-26,2025-01-26,credit_card
ACCT00000293,24210,IL,2025-07-26,2025-03-26,fintech_personal_loan
ACCT00000294,56450,TX,2025-03-26,2025-02-26,bnpl
ACCT00000295,40148,TX,2025-08-26,2024-11-26,credit_card
ACCT00000296,90429,NY,2025-06-26,2025-03-26,bnpl
ACCT00000297,20000,NY,2025-06-26,2025-04-26,fintech_personal_loan
ACCT00000298,114255,PA,2025-04-26,2024-08-26,fintech_personal_loan
ACCT00000299,80212,PA,2025-04-26,2025-03-26,credit_card
ACCT00000300,43797,NY,2025-08-26,2024-09-26,fintech_personal_loan
ACCT00000301,46677,NC,2025-11-26,2025-02-26,fintech_personal_loan
ACCT00000302,104855,NC,2025-06-26,2025-05-26,credit_card
ACCT00000303,31471,PA,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000304,50475,WA,2025-04-26,2025-02-26,bnpl
ACCT00000305,140240,NC,2025-03-26,2025-02-26,credit_card
ACCT00000306,46063,WA,2025-06-26,2024-12-26,fintech_personal_loan
ACCT00000307,50427,TX,2025-04-26,2025-01-26,bnpl
ACCT00000308,35818,FL,2025-08-26,2025-01-26,fintech_personal_loan
ACCT00000309,110193,IL,2025-05-26,2025-02-26,fintech_personal_loan
ACCT00000310,58266,PA,2025-04-26,2024-11-26,credit_card
ACCT00000311,125825,CA,2025-09-26,2025-02-26,fintech_personal_loan
ACCT00000312,36500,IL,2025-11-26,2025-04-26,bnpl
ACCT00000313,128363,GA,2025-06-26,2024-12-26,bnpl
ACCT00000314,45414,VA,2025-12-26,2025-07-26,credit_card
ACCT00000315,47206,VA,,2024-09-26,bnpl
ACCT00000316,110323,CA,2026-02-26,2024-12-26,fintech_personal_loan
ACCT00000317,123099,MI,2025-12-26,2024-09-26,fintech_personal_loan
ACCT00000318,44892,OH,2025-05-26,2024-08-26,credit_card
ACCT00000319,72070,WA,2025-08-26,2024-09-26,credit_card
ACCT00000320,21630,GA,2025-12-26,2025-02-26,fintech_personal_loan
ACCT00000321,48266,IL,2025-05-26,2025-01-26,credit_card
ACCT00000322,22509,VA,2025-12-26,2025-04-26,bnpl
ACCT00000323,35436,PA,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000324,63004,MI,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000325,150000,CA,2025-04-26,2024-08-26,credit_card
ACCT00000326,59927,NC,2026-02-26,,fintech_personal_loan
ACCT00000327,51734,TX,2025-09-26,2025-07-26,fintech_personal_loan
ACCT00000328,133180,OH,2025-07-26,2025-02-26,bnpl
ACCT00000329,90160,WA,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000330,87807,GA,2025-05-26,2025-04-26,credit_card
ACCT00000331,28703,NY,2026-01-26,2025-01-26,fintech_personal_loan
ACCT00000332,117497,VA,2025-04-26,2025-03-26,credit_card
ACCT00000333,73471,IL,2025-10-26,2025-01-26,bnpl
ACCT00000334,36926,GA,2025-03-26,2024-12-26,credit_card
ACCT00000335,38014,IL,2026-02-26,2024-10-26,fintech_personal_loan
ACCT00000336,49841,NY,2025-08-26,2024-09-26,fintech_personal_loan
ACCT00000337,106427,FL,2026-02-26,2024-12-26,bnpl
ACCT00000338,69212,WA,2025-04-26,2024-11-26,bnpl
ACCT00000339,26119,TX,2025-10-26,2024-09-26,credit_card
ACCT00000340,35532,OH,2025-09-26,2025-06-26,fintech_personal_loan
ACCT00000341,26735,PA,2025-03-26,2025-02-26,credit_card
ACCT00000342,32869,GA,2025-09-26,2024-12-26,fintech_personal_loan
ACCT00000343,54194,MI,2025-04-26,2024-10-26,fintech_personal_loan
ACCT00000344,47303,VA,2025-12-26,2025-06-26,fintech_personal_loan
ACCT00000345,32971,GA,2025-12-26,2025-08-26,fintech_personal_loan
ACCT00000346,102951,VA,2025-03-26,2024-12-26,credit_card
ACCT00000347,79768,FL,2025-10-26,2024-11-26,fintech_personal_loan
ACCT00000348,49496,NY,2025-02-26,2024-12-26,bnpl
ACCT00000349,20000,GA,2025-12-26,2025-05-26,fintech_personal_loan
ACCT00000350,39586,NY,2025-12-26,2024-10-26,fintech_personal_loan
ACCT00000351,106963,FL,2026-02-26,2024-08-26,credit_card
ACCT00000352,87553,OH,2026-01-26,2024-09-26,bnpl
ACCT00000353,150000,OH,2026-02-26,2025-05-26,fintech_personal_loan
ACCT00000354,147541,FL,2025-03-26,2024-08-26,bnpl
ACCT00000355,54217,IL,2025-11-26,2024-12-26,fintech_personal_loan
ACCT00000356,20000,WA,2026-02-26,2025-07-26,fintech_personal_loan
ACCT00000357,56105,WA,2025-09-26,2024-09-26,fintech_personal_loan
ACCT00000358,133317,IL,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000359,37315,MI,2025-03-26,2025-01-26,fintech_personal_loan
ACCT00000360,76467,NY,2025-06-26,2025-02-26,credit_card
ACCT00000361,47066,CA,2025-12-26,2024-12-26,unknown
ACCT00000362,20000,PA,2025-03-26,2024-10-26,fintech_personal_loan
ACCT00000363,51021,VA,2025-08-26,2024-09-26,fintech_personal_loan
ACCT00000364,90553,TX,2025-10-26,2024-12-26,fintech_personal_loan
ACCT00000365,46720,IL,2025-08-26,2025-07-26,fintech_personal_loan
ACCT00000366,55678,NY,2025-03-26,2025-01-26,fintech_personal_loan
ACCT00000367,24060,NY,2026-02-26,2024-12-26,fintech_personal_loan
ACCT00000368,38135,WA,2025-06-26,2025-03-26,credit_card
ACCT00000369,20000,TX,2025-07-26,2025-06-26,bnpl
ACCT00000370,74554,MI,2026-01-26,2025-06-26,fintech_personal_loan
ACCT00000371,20000,GA,2025-04-26,2025-03-26,fintech_personal_loan
ACCT00000372,62855,VA,2025-06-26,2025-05-26,fintech_personal_loan
ACCT00000373,75335,NY,2025-11-26,2025-05-26,credit_card
ACCT00000374,71980,NC,2025-11-26,2024-11-26,fintech_personal_loan
ACCT00000375,48451,PA,2025-11-26,2024-09-26,fintech_personal_loan
ACCT00000376,68559,NC,2026-02-26,2024-11-26,fintech_personal_loan
ACCT00000377,50710,IL,2026-01-26,,credit_card
ACCT00000378,46610,PA,2025-05-26,2025-03-26,credit_card
ACCT00000379,72988,NC,2026-02-26,2025-07-26,fintech_personal_loan
ACCT00000380,94872,IL,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000381,96335,TX,2025-04-26,2025-01-26,fintech_personal_loan
ACCT00000382,69238,NC,2026-01-26,2025-05-26,fintech_personal_loan
ACCT00000383,133076,FL,2025-08-26,2025-07-26,fintech_personal_loan
ACCT00000384,129305,FL,2025-06-26,2025-03-26,bnpl
ACCT00000385,84918,OH,2025-11-26,2025-06-26,credit_card
ACCT00000386,62762,CA,2025-07-26,2024-08-26,fintech_personal_loan
ACCT00000387,30461,OH,2025-08-26,2025-07-26,fintech_personal_loan
ACCT00000388,42871,WA,2025-02-26,2024-12-26,credit_card
ACCT00000389,73648,FL,2025-04-26,2024-10-26,fintech_personal_loan
ACCT00000390,21849,TX,2026-01-26,2024-10-26,credit_card
ACCT00000391,36704,CA,2025-05-26,2024-11-26,fintech_personal_loan
