account_id,balance_cents,state,chargeoff_date,last_payment_date,debt_type
ACCT00000040,3592,TX,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000041,5806,TX,2026-01-26,2024-12-26,fintech_personal_loan
ACCT00000042,5688,IL,2025-05-26,2025-04-26,fintech_personal_loan
ACCT00000043,3772,WA,2025-04-26,2024-10-26,bnpl
ACCT00000044,4716,TX,2025-05-26,2025-04-26,credit_card
ACCT00000045,5097,NY,2025-03-26,2025-02-26,fintech_personal_loan
ACCT00000046,5941,NY,2026-01-26,2025-08-26,fintech_personal_loan
ACCT00000047,4544,NY,2025-07-26,2024-09-26,bnpl
ACCT00000048,6012,WA,2025-09-26,2025-02-26,credit_card
ACCT00000049,3562,NY,2025-06-26,2025-02-26,bnpl
ACCT00000050,4718,NY,2025-08-26,2025-02-26,fintech_personal_loan
ACCT00000051,5784,TX,2025-03-26,2025-01-26,fintech_personal_loan
ACCT00000052,5547,NY,2025-09-26,2024-11-26,credit_card
ACCT00000053,4584,NY,2025-05-26,2025-01-26,fintech_personal_loan
ACCT00000054,5299,NY,2025-04-26,2025-03-26,fintech_personal_loan
ACCT00000055,6111,NY,2025-07-26,2025-04-26,credit_card
ACCT00000056,5943,NY,2025-08-26,2025-05-26,fintech_personal_loan
ACCT00000057,5668,TX,2025-07-26,2024-12-26,fintech_personal_loan
ACCT00000058,5361,OH,2025-06-26,2024-08-26,fintech_personal_loan
ACCT00000059,5472,TX,2025-08-26,2024-08-26,fintech_personal_loan
ACCT00000060,5449,NY,2025-10-26,2024-08-26,fintech_personal_loan
ACCT00000061,5504,NY,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000062,4853,TX,2026-01-26,2024-08-26,credit_card
ACCT00000063,4693,NY,2025-06-26,2025-04-26,fintech_personal_loan
ACCT00000064,5645,NY,2025-06-26,2025-05-26,fintech_personal_loan
ACCT00000065,3814,NY,2025-03-26,2024-08-26,fintech_personal_loan
ACCT00000066,5990,NY,2026-01-26,2025-03-26,bnpl
ACCT00000067,4657,TX,2025-11-26,2025-07-26,bnpl
ACCT00000068,6318,NY,2025-07-26,2025-05-26,fintech_personal_loan
ACCT00000069,4730,NY,2025-06-26,2024-09-26,fintech_personal_loan
ACCT00000070,5369,NY,2025-12-26,2025-08-26,fintech_personal_loan
ACCT00000071,5281,TX,2025-08-26,2024-09-26,bnpl
ACCT00000072,4899,TX,2025-10-26,2024-11-26,bnpl
ACCT00000073,5991,TX,2025-05-26,2025-01-26,fintech_personal_loan
ACCT00000074,5197,PA,2025-02-26,2025-01-26,credit_card
ACCT00000075,5237,TX,2025-05-26,2025-04-26,fintech_personal_loan
ACCT00000076,3692,IL,2025-05-26,2025-04-26,fintech_personal_loan
ACCT00000077,5421,NY,2025-08-26,2025-05-26,fintech_personal_loan
ACCT00000078,4561,CA,2025-04-26,2025-02-26,credit_card
ACCT00000079,4917,NY,2025-09-26,2025-08-26,fintech_personal_loan
ACCT00000080,5232,TX,2025-02-26,2025-01-26,bnpl
ACCT00000081,5559,TX,2025-05-26,2025-04-26,credit_card
ACCT00000082,4763,NY,2025-05-26,2024-10-26,fintech_personal_loan
ACCT00000083,3287,NY,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000084,526751,NY,2025-04-26,2025-01-26,fintech_personal_loan
ACCT00000085,5872,NY,2025-11-26,2025-04-26,bnpl
ACCT00000086,6871,TX,2026-01-26,2025-06-26,fintech_personal_loan
ACCT00000087,4429,IL,2025-07-26,2024-09-26,fintech_personal_loan
ACCT00000088,3266,NY,2026-02-26,2024-09-26,fintech_personal_loan
ACCT00000089,6499,GA,2026-01-26,2025-04-26,fintech_personal_loan
ACCT00000090,5083,NY,2025-06-26,2025-01-26,fintech_personal_loan
ACCT00000091,6585,NY,2025-08-26,2024-11-26,fintech_personal_loan
ACCT00000092,3189,NY,2026-01-26,2025-02-26,credit_card
ACCT00000093,5819,NY,2025-10-26,2025-08-26,credit_card
ACCT00000094,5436,NY,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000095,4854,NY,2025-12-26,2025-06-26,bnpl
ACCT00000096,4299,OH,2025-12-26,2025-04-26,fintech_personal_loan
ACCT00000097,6318,OH,2025-10-26,2025-07-26,fintech_personal_loan
ACCT00000098,3743,TX,2025-04-26,2024-09-26,fintech_personal_loan
ACCT00000099,528298,TX,2025-05-26,2024-12-26,fintech_personal_loan
ACCT00000100,4872,TX,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000101,7416,TX,2026-02-26,2025-02-26,credit_card
ACCT00000102,4097,TX,2025-10-26,2025-08-26,credit_card
ACCT00000103,6026,NY,2025-07-26,2024-09-26,fintech_personal_loan
ACCT00000104,5722,NY,2026-02-26,2025-06-26,fintech_personal_loan
ACCT00000105,4707,NY,2025-12-26,2025-04-26,fintech_personal_loan
ACCT00000106,4818,IL,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000107,3819,NY,2025-07-26,2025-06-26,fintech_personal_loan
ACCT00000108,4826,NY,2025-05-26,2024-09-26,credit_card
ACCT00000109,519014,NY,2025-03-26,2025-02-26,credit_card
ACCT00000110,5287,NY,2025-10-26,2025-03-26,fintech_personal_loan
ACCT00000111,5139,NY,2026-02-26,2025-08-26,fintech_personal_loan
ACCT00000112,5516,TX,2025-11-26,2025-02-26,fintech_personal_loan
ACCT00000113,4903,NY,2025-09-26,2025-03-26,bnpl
ACCT00000114,5735,NY,2025-02-26,2025-01-26,unknown
ACCT00000115,4879,NY,2025-05-26,2025-03-26,fintech_personal_loan
ACCT00000116,4026,NY,2026-01-26,2024-10-26,fintech_personal_loan
ACCT00000117,5726,NY,2025-10-26,2025-01-26,credit_card
ACCT00000118,5779,IL,2025-07-26,2025-01-26,fintech_personal_loan
ACCT00000119,4730,NY,2025-04-26,2024-09-26,fintech_personal_loan
ACCT00000120,4011,NY,2025-03-26,2025-01-26,fintech_personal_loan
ACCT00000121,4830,NY,2026-01-26,2025-05-26,fintech_personal_loan
ACCT00000122,4895,NY,2025-05-26,2024-08-26,credit_card
ACCT00000123,4701,GA,2026-02-26,2024-09-26,fintech_personal_loan
ACCT00000124,3773,FL,2025-11-26,2024-11-26,fintech_personal_loan
ACCT00000125,4489,NY,2025-08-26,2025-04-26,bnpl
ACCT00000126,4617,NY,2026-01-26,2025-08-26,credit_card
ACCT00000127,3921,NY,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000128,5716,NY,2025-02-26,2025-01-26,credit_card
ACCT00000129,5674,NY,2025-08-26,2025-01-26,fintech_personal_loan
ACCT00000130,4432,TX,2025-06-26,2025-04-26,bnpl
ACCT00000131,5480,NY,2025-07-26,2024-08-26,credit_card
ACCT00000132,5253,NY,2025-08-26,2025-01-26,credit_card
ACCT00000133,6871,NY,2026-02-26,2025-04-26,fintech_personal_loan
ACCT00000134,5020,TX,2025-04-26,2024-12-26,bnpl
ACCT00000135,459629,NY,2025-04-26,2025-03-26,bnpl
ACCT00000136,5950,TX,2025-06-26,2024-08-26,credit_card
ACCT00000137,5218,TX,2025-08-26,2024-08-26,fintech_personal_loan
ACCT00000138,3723,OH,2025-12-26,2025-07-26,bnpl
ACCT00000139,4214,PA,2026-01-26,2024-11-26,fintech_personal_loan
ACCT00000140,5041,TX,2026-02-26,2025-07-26,bnpl
ACCT00000141,3481,TX,2025-08-26,2025-07-26,fintech_personal_loan
ACCT00000142,5179,TX,2026-01-26,2024-12-26,bnpl
ACCT00000143,3984,CA,2025-09-26,2025-01-26,bnpl
ACCT00000144,3666,NY,2025-09-26,2024-08-26,bnpl
ACCT00000145,4127,NY,2025-09-26,2025-06-26,bnpl
ACCT00000146,5973,TX,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000147,5191,NY,2025-04-26,2025-03-26,fintech_personal_loan
ACCT00000148,5791,TX,2025-02-26,2025-01-26,credit_card
ACCT00000149,5634,OH,2025-10-26,2024-09-26,fintech_personal_loan
ACCT00000150,5814,NY,2026-02-26,2024-12-26,bnpl
ACCT00000151,5696,TX,2025-10-26,2025-07-26,fintech_personal_loan
ACCT00000152,5340,IL,2026-02-26,2024-09-26,credit_card
ACCT00000153,6715,NY,2025-03-26,2024-10-26,bnpl
ACCT00000154,4432,NY,2025-11-26,,fintech_personal_loan
ACCT00000155,5640,NY,2025-07-26,2025-06-26,credit_card
ACCT00000156,454674,TX,2025-05-26,2024-09-26,fintech_personal_loan
ACCT00000157,6415,NY,2025-02-26,2024-09-26,bnpl
ACCT00000158,2763,TX,2025-09-26,2025-02-26,bnpl
ACCT00000159,5143,TX,2025-05-26,2025-04-26,bnpl
ACCT00000160,7308,NY,2025-04-26,2025-02-26,credit_card
ACCT00000161,4876,TX,2025-07-26,2025-04-26,bnpl
ACCT00000162,3567,TX,2025-10-26,2025-03-26,credit_card
ACCT00000163,5723,TX,2025-08-26,2024-10-26,bnpl
ACCT00000164,3418,TX,2025-09-26,,fintech_personal_loan
ACCT00000165,5035,TX,2025-04-26,2025-02-26,fintech_personal_loan
ACCT00000166,5414,TX,2025-03-26,2025-02-26,credit_card
ACCT00000167,5094,NY,2026-02-26,2024-12-26,bnpl
ACCT00000168,4527,TX,2026-02-26,2025-06-26,bnpl
ACCT00000169,5833,NY,2026-02-26,2025-07-26,bnpl
ACCT00000170,6516,NY,2026-01-26,2025-01-26,bnpl
ACCT00000171,5947,NY,2025-02-26,2024-12-26,credit_card
ACCT00000172,5910,NY,2025-11-26,2025-05-26,fintech_personal_loan
ACCT00000173,4811,TX,2025-09-26,2024-10-26,fintech_personal_loan
ACCT00000174,4079,NY,2025-11-26,2025-07-26,bnpl
ACCT00000175,6011,OH,2025-11-26,2024-09-26,fintech_personal_loan
ACCT00000176,5204,NY,2025-11-26,2024-10-26,credit_card
ACCT00000177,4821,NY,2025-11-26,2024-11-26,fintech_personal_loan
ACCT00000178,6045,NY,2025-02-26,2025-01-26,credit_card
ACCT00000179,6320,NC,2025-05-26,2025-02-26,fintech_personal_loan
ACCT00000180,4892,TX,2026-01-26,2025-07-26,bnpl
ACCT00000181,5439,TX,2025-07-26,2025-04-26,credit_card
ACCT00000182,4986,TX,2025-03-26,2025-01-26,credit_card
ACCT00000183,4492,TX,2025-07-26,2025-04-26,bnpl
ACCT00000184,3158,TX,2025-10-26,2025-07-26,fintech_personal_loan
ACCT00000185,5758,NY,2025-02-26,2024-11-26,bnpl
ACCT00000186,4131,TX,2026-02-26,2025-07-26,fintech_personal_loan
ACCT00000187,4314,NY,2025-02-26,2024-11-26,credit_card
ACCT00000188,4945,OH,2025-03-26,2025-01-26,credit_card
ACCT00000189,4602,TX,2025-10-26,2024-12-26,bnpl
ACCT00000190,4644,NY,2026-01-26,2025-02-26,credit_card
ACCT00000191,3584,TX,2025-03-26,2024-08-26,fintech_personal_loan
ACCT00000192,4682,TX,2025-12-26,2025-07-26,fintech_personal_loan
ACCT00000193,5735,TX,2025-09-26,2025-04-26,fintech_personal_loan
ACCT00000194,3920,NY,2025-11-26,2024-10-26,bnpl
ACCT00000195,4180,NY,2025-10-26,2025-03-26,fintech_personal_loan
ACCT00000196,5123,IL,2025-08-26,2025-07-26,bnpl
ACCT00000197,4927,NY,2025-10-26,2025-03-26,credit_card
ACCT00000198,3516,TX,2025-07-26,2025-03-26,credit_card
ACCT00000199,5005,TX,2025-05-26,2025-02-26,fintech_personal_loan
ACCT00000200,4789,NY,2025-06-26,2024-11-26,credit_card
ACCT00000201,7449,TX,2026-01-26,2025-04-26,bnpl
ACCT00000202,4381,NY,2025-10-26,2024-08-26,credit_card
ACCT00000203,6457,NY,2025-10-26,2024-08-26,bnpl
ACCT00000204,4626,NY,2025-08-26,2025-05-26,fintech_personal_loan
ACCT00000205,6911,TX,2025-04-26,2025-02-26,fintech_personal_loan
ACCT00000206,5240,TX,2026-02-26,2025-01-26,unknown
ACCT00000207,4640,TX,2025-06-26,2025-05-26,fintech_personal_loan
ACCT00000208,5068,NY,2025-05-26,2025-01-26,fintech_personal_loan
ACCT00000209,4270,NY,2026-01-26,2025-06-26,fintech_personal_loan
ACCT00000210,4258,NC,2025-10-26,2025-03-26,credit_card
ACCT00000211,4732,NY,2026-01-26,2024-09-26,bnpl
ACCT00000212,5367,IL,2026-02-26,2024-09-26,fintech_personal_loan
ACCT00000213,4592,NY,2025-09-26,2024-10-26,fintech_personal_loan
ACCT00000214,5294,NY,2025-07-26,2025-02-26,fintech_personal_loan
ACCT00000215,3762,TX,2025-08-26,2024-10-26,fintech_personal_loan
ACCT00000216,6007,NY,2025-02-26,2025-01-26,credit_card
ACCT00000217,6327,NY,2025-07-26,2025-06-26,credit_card
ACCT00000218,2556,NY,2025-12-26,2024-10-26,credit_card
ACCT00000219,4985,NY,2025-12-26,2025-06-26,fintech_personal_loan
ACCT00000220,5288,NY,2025-10-26,2024-12-26,credit_card
ACCT00000221,6693,WA,2025-12-26,2025-06-26,fintech_personal_loan
ACCT00000222,5294,NY,2025-11-26,2024-08-26,fintech_personal_loan
ACCT00000223,5481,WA,2025-04-26,2024-10-26,fintech_personal_loan
ACCT00000224,5262,NY,2025-02-26,2024-12-26,credit_card
ACCT00000225,4302,WA,2026-01-26,2025-03-26,fintech_personal_loan
ACCT00000226,4318,NY,2025-04-26,,bnpl
ACCT00000227,4067,TX,2025-12-26,2024-10-26,credit_card
ACCT00000228,3930,IL,2025-08-26,2024-08-26,fintech_personal_loan
ACCT00000229,3670,TX,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000230,4347,WA,2025-06-26,2025-05-26,credit_card
ACCT00000231,6046,NY,2025-09-26,2024-08-26,bnpl
ACCT00000232,6222,NY,2025-12-26,2025-02-26,bnpl
ACCT00000233,4702,TX,2025-11-26,2024-12-26,fintech_personal_loan
ACCT00000234,4419,NY,2025-02-26,2025-01-26,credit_card
ACCT00000235,5344,NY,2025-07-26,2024-11-26,credit_card
ACCT00000236,5805,TX,2025-04-26,2024-12-26,credit_card
ACCT00000237,6638,FL,2025-08-26,2024-11-26,fintech_personal_loan
ACCT00000238,4688,OH,2026-01-26,2025-03-26,fintech_personal_loan
ACCT00000239,6568,TX,2026-01-26,2025-03-26,fintech_personal_loan
ACCT00000240,5858,TX,2025-05-26,2024-11-26,fintech_personal_loan
ACCT00000241,4694,VA,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000242,4337,NY,2025-09-26,2025-07-26,credit_card
ACCT00000243,6788,TX,2025-04-26,2025-02-26,fintech_personal_loan
ACCT00000244,4085,TX,2025-06-26,2025-03-26,fintech_personal_loan
ACCT00000245,5191,TX,2025-08-26,2025-03-26,fintech_personal_loan
ACCT00000246,4135,TX,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000247,482595,NY,2025-03-26,2024-09-26,credit_card
ACCT00000248,4866,NY,2025-11-26,2025-01-26,fintech_personal_loan
ACCT00000249,3880,NY,2026-01-26,2024-12-26,bnpl
ACCT00000250,4411,TX,2025-02-26,2024-10-26,fintech_personal_loan
ACCT00000251,5434,TX,2025-02-26,2024-10-26,fintech_personal_loan
ACCT00000252,5946,TX,2025-04-26,2024-09-26,fintech_personal_loan
ACCT00000253,4227,TX,2025-06-26,2024-10-26,bnpl
ACCT00000254,5602,TX,2026-01-26,2024-10-26,fintech_personal_loan
ACCT00000255,5272,NY,2025-02-26,2025-01-26,bnpl
ACCT00000256,3755,NY,2025-06-26,2025-01-26,credit_card
ACCT00000257,7310,NC,2026-01-26,2025-01-26,credit_card
ACCT00000258,4896,TX,2025-06-26,2024-12-26,bnpl
ACCT00000259,4664,NY,2025-05-26,2024-10-26,fintech_personal_loan
ACCT00000260,5265,TX,2025-10-26,2025-01-26,fintech_personal_loan
ACCT00000261,5687,NY,2025-09-26,2024-08-26,bnpl
ACCT00000262,5564,TX,2025-05-26,,bnpl
ACCT00000263,5987,TX,2026-01-26,2025-08-26,credit_card
ACCT00000264,6456,GA,2026-02-26,2024-11-26,fintech_personal_loan
ACCT00000265,4855,NY,2025-05-26,2025-04-26,credit_card
ACCT00000266,4503,NY,2025-07-26,2025-06-26,fintech_personal_loan
ACCT00000267,3415,NY,2025-12-26,2025-03-26,credit_card
ACCT00000268,3777,VA,2025-06-26,2025-03-26,fintech_personal_loan
ACCT00000269,5337,NY,2026-01-26,2025-04-26,fintech_personal_loan
ACCT00000270,6250,NY,2026-01-26,2024-12-26,credit_card
ACCT00000271,5335,NY,2026-02-26,2025-06-26,bnpl
ACCT00000272,5666,TX,2025-10-26,2024-09-26,credit_card
ACCT00000273,5512,NY,2025-03-26,2024-10-26,bnpl
ACCT00000274,4971,NY,2025-06-26,2024-12-26,bnpl
ACCT00000275,4341,WA,2026-02-26,2025-01-26,fintech_personal_loan
ACCT00000276,5750,TX,2025-03-26,2024-12-26,credit_card
ACCT00000277,4429,NY,2025-10-26,2024-10-26,fintech_personal_loan
ACCT00000278,4998,TX,2025-05-26,2024-12-26,bnpl
ACCT00000279,5438,TX,2025-09-26,2025-01-26,credit_card
ACCT00000280,4536,VA,2025-04-26,2025-01-26,bnpl
ACCT00000281,5281,IL,2025-07-26,2024-12-26,credit_card
ACCT00000282,5642,NY,2025-12-26,2025-03-26,fintech_personal_loan
ACCT00000283,5439,VA,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000284,4635,NY,2026-01-26,2024-12-26,bnpl
ACCT00000285,3465,VA,2026-02-26,2025-07-26,fintech_personal_loan
ACCT00000286,4087,TX,2026-02-26,2025-06-26,fintech_personal_loan
ACCT00000287,4616,VA,2025-11-26,2025-07-26,fintech_personal_loan
ACCT00000288,5939,TX,2025-02-26,2025-01-26,credit_card
ACCT00000289,6679,TX,2025-10-26,2024-09-26,fintech_personal_loan
ACCT00000290,3490,NY,2025-08-26,2025-01-26,fintech_personal_loan
ACCT00000291,4843,TX,2026-02-26,2025-05-26,credit_card
ACCT00000292,573246,TX,2025-05-26,2024-12-26,fintech_personal_loan
ACCT00000293,3582,NY,2025-05-26,,fintech_personal_loan
ACCT00000294,3458,TX,2025-03-26,2024-09-26,credit_card
ACCT00000295,3888,FL,2025-03-26,2024-11-26,credit_card
ACCT00000296,7220,MI,2025-06-26,2024-08-26,fintech_personal_loan
ACCT00000297,3473,TX,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000298,6357,NY,2025-09-26,2025-05-26,bnpl
ACCT00000299,6556,TX,2025-02-26,2024-12-26,credit_card
ACCT00000300,4660,TX,2025-10-26,2025-02-26,fintech_personal_loan
ACCT00000301,4503,NY,2025-10-26,2025-05-26,fintech_personal_loan
ACCT00000302,5400,NY,2025-11-26,2025-01-26,fintech_personal_loan
ACCT00000303,6509,TX,2025-10-26,2024-10-26,fintech_personal_loan
ACCT00000304,4467,WA,2026-02-26,2024-08-26,fintech_personal_loan
ACCT00000305,4282,NY,2025-08-26,2025-06-26,bnpl
ACCT00000306,4440,NY,2025-08-26,2024-10-26,fintech_personal_loan
ACCT00000307,5426,TX,2025-04-26,2025-03-26,fintech_personal_loan
ACCT00000308,3457,NY,2025-06-26,2025-02-26,credit_card
ACCT00000309,5605,PA,2025-03-26,2024-12-26,credit_card
ACCT00000310,4898,NY,2026-02-26,2024-10-26,credit_card
ACCT00000311,4133,NY,2025-09-26,2025-01-26,bnpl
ACCT00000312,3824,NY,2025-08-26,2025-06-26,credit_card
ACCT00000313,6974,FL,2025-06-26,2025-01-26,fintech_personal_loan
ACCT00000314,5252,NY,2026-02-26,2025-08-26,fintech_personal_loan
ACCT00000315,4792,TX,2025-12-26,2025-01-26,fintech_personal_loan
ACCT00000316,4608,NY,2025-05-26,2024-09-26,fintech_personal_loan
ACCT00000317,6419,TX,2026-01-26,2025-01-26,bnpl
ACCT00000318,4422,NY,2025-06-26,2025-01-26,bnpl
ACCT00000319,5311,NY,2025-05-26,2024-08-26,credit_card
ACCT00000320,4390,NY,2025-06-26,2025-05-26,fintech_personal_loan
ACCT00000321,4059,TX,2025-03-26,2024-12-26,credit_card
ACCT00000322,5442,TX,2025-04-26,2025-01-26,credit_card
ACCT00000323,4023,NY,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000324,4292,NY,2025-05-26,2024-12-26,credit_card
ACCT00000325,4684,NY,2025-02-26,2025-01-26,credit_card
ACCT00000326,4909,NY,2025-11-26,2025-01-26,credit_card
ACCT00000327,5058,TX,2025-02-26,2024-11-26,fintech_personal_loan
ACCT00000328,5846,TX,2025-06-26,2024-11-26,bnpl
ACCT00000329,6022,TX,2025-10-26,2024-11-26,fintech_personal_loan
ACCT00000330,4967,NY,2025-08-26,2024-09-26,credit_card
ACCT00000331,5388,TX,2025-06-26,2025-01-26,fintech_personal_loan
ACCT00000332,5494,OH,2025-03-26,2024-12-26,fintech_personal_loan
ACCT00000333,3143,TX,2025-04-26,,credit_card
ACCT00000334,5428,NY,2025-05-26,2025-04-26,fintech_personal_loan
ACCT00000335,4482,NY,2025-05-26,2025-04-26,fintech_personal_loan
ACCT00000336,5409,TX,2025-10-26,2024-08-26,credit_card
ACCT00000337,7242,NY,2025-11-26,2025-01-26,fintech_personal_loan
ACCT00000338,5786,TX,2025-04-26,2025-02-26,credit_card
ACCT00000339,3612,TX,2025-08-26,2025-07-26,bnpl
ACCT00000340,3989,NY,2026-02-26,2025-04-26,credit_card
ACCT00000341,3812,PA,2025-03-26,2024-12-26,bnpl
ACCT00000342,4543,NY,2025-07-26,2025-05-26,fintech_personal_loan
ACCT00000343,6437,TX,2025-03-26,2024-12-26,bnpl
ACCT00000344,4203,NY,2025-03-26,2024-12-26,credit_card
ACCT00000345,5937,NY,2025-06-26,2025-03-26,fintech_personal_loan
ACCT00000346,3731,NY,2025-11-26,2025-02-26,fintech_personal_loan
ACCT00000347,4570,WA,2025-08-26,2025-03-26,credit_card
ACCT00000348,4794,NY,2025-05-26,2024-09-26,fintech_personal_loan
ACCT00000349,5132,TX,2025-04-26,2024-10-26,fintech_personal_loan
ACCT00000350,4659,NY,2025-04-26,2025-03-26,credit_card
ACCT00000351,6666,VA,2025-06-26,2025-02-26,fintech_personal_loan
ACCT00000352,4607,TX,2025-07-26,2025-02-26,credit_card
ACCT00000353,4553,GA,2025-07-26,2025-06-26,credit_card
ACCT00000354,5953,NY,2025-08-26,2025-01-26,credit_card
ACCT00000355,4722,NY,2026-02-26,2025-05-26,credit_card
ACCT00000356,4702,NY,2025-06-26,2025-05-26,bnpl
ACCT00000357,3794,NY,2025-08-26,2024-09-26,credit_card
ACCT00000358,6574,TX,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000359,7518,TX,2025-04-26,2025-01-26,fintech_personal_loan
ACCT00000360,6306,IL,2025-10-26,2025-06-26,fintech_personal_loan
ACCT00000361,5866,TX,2025-10-26,2025-07-26,fintech_personal_loan
ACCT00000362,6797,NY,2025-12-26,2024-08-26,credit_card
ACCT00000363,5437,NY,2025-09-26,2025-08-26,fintech_personal_loan
ACCT00000364,4852,NY,2025-09-26,2025-05-26,fintech_personal_loan
ACCT00000365,5788,NY,2026-02-26,2024-12-26,fintech_personal_loan
ACCT00000366,5400,NY,2025-12-26,2025-02-26,bnpl
ACCT00000367,5419,NY,2025-11-26,2025-07-26,credit_card
ACCT00000368,5521,IL,2025-03-26,2024-08-26,bnpl
ACCT00000369,3149,VA,2025-04-26,2025-03-26,fintech_personal_loan
ACCT00000370,493681,TX,2025-12-26,2024-09-26,credit_card
ACCT00000371,4221,TX,2025-12-26,2024-10-26,fintech_personal_loan
ACCT00000372,6452,TX,2025-02-26,2025-01-26,credit_card
ACCT00000373,4449,IL,2025-03-26,2025-01-26,fintech_personal_loan
ACCT00000374,4927,NY,2025-08-26,2025-02-26,fintech_personal_loan
ACCT00000375,5820,OH,2025-10-26,2025-08-26,fintech_personal_loan
ACCT00000376,4499,PA,2025-12-26,2025-06-26,fintech_personal_loan
ACCT00000377,4274,NY,2026-01-26,2024-10-26,bnpl
ACCT00000378,3354,TX,2025-02-26,2025-01-26,credit_card
ACCT00000379,5278,TX,2025-02-26,2025-01-26,fintech_personal_loan
ACCT00000380,3410,NY,2025-05-26,2025-02-26,fintech_personal_loan
ACCT00000381,7428,VA,2025-10-26,2024-11-26,credit_card
ACCT00000382,5183,TX,2025-11-26,2025-05-26,fintech_personal_loan
ACCT00000383,4471,TX,2025-02-26,2024-12-26,fintech_personal_loan
ACCT00000384,5700,NC,2025-09-26,2025-06-26,fintech_personal_loan
ACCT00000385,5191,NY,2025-10-26,2025-03-26,bnpl
ACCT00000386,5977,NY,2026-01-26,2024-09-26,fintech_personal_loan
ACCT00000387,6390,NY,2025-04-26,2025-02-26,credit_card
ACCT00000388,5259,MI,2026-02-26,2025-06-26,fintech_personal_loan
ACCT00000389,4449,NY,2025-12-26,2025-07-26,fintech_personal_loan
ACCT00000390,4720,NY,2025-05-26,2025-04-26,fintech_personal_loan
ACCT00000391,3637,NY,2025-05-26,2025-02-26,credit_card
ACCT00000392,5400,NY,2025-04-26,2024-11-26,credit_card
